type,organism,species
Complex,C. glabrata,340
Complex,C. glabrata,342
Complex,C. glabrata,314
Complex,C. glabrata,293
Complex,C. glabrata,269
Complex,C. glabrata,306
Complex,C. glabrata,343
Complex,C. glabrata,330
Complex,C. glabrata,320
Complex,C. glabrata,326
Complex,C. glabrata,334
Complex,C. glabrata,334
Complex,C. glabrata,307
Complex,C. glabrata,333
Complex,C. glabrata,75
Complex,C. glabrata,343
Complex,C. glabrata,245
Complex,C. glabrata,342
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,341
Complex,C. glabrata,52
Complex,C. glabrata,343
Complex,C. glabrata,51
Complex,C. glabrata,71
Complex,C. glabrata,340
Complex,C. glabrata,337
Complex,C. glabrata,339
Complex,C. glabrata,338
Complex,C. glabrata,72
Complex,C. glabrata,255
Complex,C. glabrata,255
Complex,C. glabrata,303
Complex,C. glabrata,326
Complex,C. glabrata,334
Complex,C. glabrata,74
Complex,C. glabrata,328
Complex,C. glabrata,341
Complex,C. glabrata,327
Complex,C. glabrata,276
Complex,C. glabrata,308
Complex,C. glabrata,340
Complex,C. glabrata,335
Complex,C. glabrata,320
Complex,C. glabrata,53
Complex,C. glabrata,65
Complex,C. glabrata,328
Complex,C. glabrata,72
Complex,C. glabrata,319
Complex,C. glabrata,57
Complex,C. glabrata,340
Complex,C. glabrata,69
Complex,C. glabrata,71
Complex,C. glabrata,338
Complex,C. glabrata,174
Complex,C. glabrata,341
Complex,C. glabrata,299
Complex,C. glabrata,1
Complex,C. glabrata,45
Complex,C. glabrata,64
Complex,C. glabrata,66
Complex,C. glabrata,288
Complex,C. glabrata,330
Complex,C. glabrata,331
Complex,C. glabrata,331
Complex,C. glabrata,167
Complex,C. glabrata,67
Complex,C. glabrata,43
Complex,C. glabrata,61
Complex,C. glabrata,65
Complex,C. glabrata,51
Complex,C. glabrata,265
Complex,C. glabrata,183
Complex,C. glabrata,338
Complex,C. glabrata,332
Complex,C. glabrata,340
Complex,C. glabrata,334
Complex,C. glabrata,342
Complex,C. glabrata,320
Complex,C. glabrata,342
Complex,C. glabrata,330
Complex,C. glabrata,250
Complex,C. glabrata,334
Complex,C. glabrata,327
Complex,C. glabrata,296
Complex,C. glabrata,104
Complex,C. glabrata,339
Complex,C. glabrata,330
Complex,C. glabrata,328
Complex,C. glabrata,4
Complex,C. glabrata,310
Complex,C. glabrata,281
Complex,C. glabrata,294
Complex,C. glabrata,272
Complex,C. glabrata,106
Complex,C. glabrata,324
Complex,C. glabrata,63
Complex,C. glabrata,279
Complex,C. glabrata,331
Complex,C. glabrata,287
Complex,C. glabrata,297
Complex,C. glabrata,155
Complex,C. glabrata,333
Complex,C. glabrata,340
Complex,C. glabrata,341
Complex,C. glabrata,56
Complex,C. glabrata,53
Complex,C. glabrata,329
Complex,C. glabrata,73
Complex,C. glabrata,59
Complex,C. glabrata,287
Complex,C. glabrata,292
Complex,C. glabrata,340
Complex,C. glabrata,300
Complex,C. glabrata,339
Complex,C. glabrata,341
Complex,C. glabrata,90
Complex,C. glabrata,71
Complex,C. glabrata,320
Complex,C. glabrata,335
Complex,C. glabrata,334
Complex,C. glabrata,271
Complex,C. glabrata,259
Complex,C. glabrata,251
Complex,C. glabrata,327
Complex,C. glabrata,194
Complex,C. glabrata,338
Complex,C. glabrata,339
Complex,C. glabrata,288
Complex,C. glabrata,343
Complex,C. glabrata,331
Complex,C. glabrata,43
Complex,C. glabrata,331
Complex,C. glabrata,87
Complex,C. glabrata,343
Complex,C. glabrata,342
Complex,C. glabrata,343
Complex,C. glabrata,342
Complex,C. glabrata,342
Complex,C. glabrata,341
Complex,C. glabrata,336
Complex,C. glabrata,282
Complex,C. glabrata,284
Complex,C. glabrata,343
Complex,C. glabrata,332
Complex,C. glabrata,58
Complex,C. glabrata,96
Complex,C. glabrata,340
Complex,C. glabrata,1
Complex,C. glabrata,330
Complex,C. glabrata,343
Complex,C. glabrata,340
Complex,C. glabrata,4
Complex,C. glabrata,316
Complex,C. glabrata,341
Complex,C. glabrata,342
Complex,C. glabrata,311
Complex,C. glabrata,61
Complex,C. glabrata,63
Complex,C. glabrata,47
Complex,C. glabrata,304
Complex,C. glabrata,326
Complex,C. glabrata,318
Complex,C. glabrata,4
Complex,C. glabrata,318
Complex,C. glabrata,306
Complex,C. glabrata,7
Complex,C. glabrata,326
Complex,C. glabrata,301
Complex,C. glabrata,100
Complex,C. glabrata,67
Complex,C. glabrata,336
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,278
Complex,C. glabrata,328
Complex,C. glabrata,318
Complex,C. glabrata,319
Complex,C. glabrata,171
Complex,C. glabrata,343
Complex,C. glabrata,303
Complex,C. glabrata,71
Complex,C. glabrata,312
Complex,C. glabrata,339
Complex,C. glabrata,330
Complex,C. glabrata,313
Complex,C. glabrata,343
Complex,C. glabrata,66
Complex,C. glabrata,339
Complex,C. glabrata,334
Complex,C. glabrata,342
Complex,C. glabrata,324
Complex,C. glabrata,343
Complex,C. glabrata,342
Complex,C. glabrata,331
Complex,C. glabrata,343
Complex,C. glabrata,324
Complex,C. glabrata,340
Complex,C. glabrata,343
Complex,C. glabrata,306
Complex,C. glabrata,343
Complex,C. glabrata,336
Complex,C. glabrata,68
Complex,C. glabrata,342
Complex,C. glabrata,335
Complex,C. glabrata,291
Complex,C. glabrata,343
Complex,C. glabrata,324
Complex,C. glabrata,312
Complex,C. glabrata,340
Complex,C. glabrata,343
Complex,C. glabrata,331
Complex,C. glabrata,335
Complex,C. glabrata,280
Complex,C. glabrata,222
Complex,C. glabrata,328
Complex,C. glabrata,73
Complex,C. glabrata,322
Complex,C. glabrata,67
Complex,C. glabrata,342
Complex,C. glabrata,74
Complex,C. glabrata,339
Complex,C. glabrata,70
Complex,C. glabrata,276
Complex,C. glabrata,342
Complex,C. glabrata,335
Complex,C. glabrata,343
Complex,C. glabrata,342
Complex,C. glabrata,327
Complex,C. glabrata,145
Complex,C. glabrata,321
Complex,C. glabrata,329
Complex,C. glabrata,64
Complex,C. glabrata,282
Complex,C. glabrata,335
Complex,C. glabrata,341
Complex,C. glabrata,61
Complex,C. glabrata,327
Complex,C. glabrata,7
Complex,C. glabrata,341
Complex,C. glabrata,315
Complex,C. glabrata,79
Complex,C. glabrata,309
Complex,C. glabrata,66
Complex,C. glabrata,277
Complex,C. glabrata,308
Complex,C. glabrata,236
Complex,C. glabrata,115
Complex,C. glabrata,329
Complex,C. glabrata,341
Complex,C. glabrata,340
Complex,C. glabrata,309
Complex,C. glabrata,343
Complex,C. glabrata,336
Complex,C. glabrata,341
Complex,C. glabrata,278
Complex,C. glabrata,276
Complex,C. glabrata,340
Complex,C. glabrata,337
Complex,C. glabrata,341
Complex,C. glabrata,342
Complex,C. glabrata,27
Complex,C. glabrata,72
Complex,C. glabrata,309
Complex,C. glabrata,235
Complex,C. glabrata,62
Complex,C. glabrata,315
Complex,C. glabrata,307
Complex,C. glabrata,93
Complex,C. glabrata,56
Complex,C. glabrata,47
Complex,C. glabrata,215
Complex,C. glabrata,247
Complex,C. glabrata,337
Complex,C. glabrata,316
Complex,C. glabrata,336
Complex,C. glabrata,276
Complex,C. glabrata,341
Complex,C. glabrata,337
Complex,C. glabrata,342
Complex,C. glabrata,331
Complex,C. glabrata,303
Complex,C. glabrata,337
Complex,C. glabrata,309
Complex,C. glabrata,274
Complex,C. glabrata,332
Complex,C. glabrata,202
Complex,C. glabrata,5
Complex,C. glabrata,72
Complex,C. glabrata,266
Complex,C. glabrata,235
Complex,C. glabrata,69
Complex,C. glabrata,336
Complex,C. glabrata,331
Complex,C. glabrata,147
Complex,C. glabrata,316
Complex,C. glabrata,342
Complex,C. glabrata,339
Complex,C. glabrata,4
Complex,C. glabrata,275
Complex,C. glabrata,312
Complex,C. glabrata,259
Complex,C. glabrata,62
Complex,C. glabrata,343
Complex,C. glabrata,42
Complex,C. glabrata,54
Complex,C. glabrata,71
Complex,C. glabrata,304
Complex,C. glabrata,296
Complex,C. glabrata,280
Complex,C. glabrata,241
Complex,C. glabrata,328
Complex,C. glabrata,324
Complex,C. glabrata,61
Complex,C. glabrata,58
Complex,C. glabrata,61
Complex,C. glabrata,321
Complex,C. glabrata,238
Complex,C. glabrata,241
Complex,C. glabrata,71
Complex,C. glabrata,326
Complex,C. glabrata,225
Complex,C. glabrata,65
Complex,C. glabrata,316
Complex,C. glabrata,290
Complex,C. glabrata,298
Complex,C. glabrata,319
Complex,C. glabrata,334
Complex,C. glabrata,327
Complex,C. glabrata,307
Complex,C. glabrata,343
Complex,C. glabrata,312
Complex,C. glabrata,339
Complex,C. glabrata,72
Complex,C. glabrata,342
Complex,C. glabrata,69
Complex,C. glabrata,321
Complex,C. glabrata,1
Complex,C. glabrata,303
Complex,C. glabrata,73
Complex,C. glabrata,341
Complex,C. glabrata,4
Complex,C. glabrata,66
Complex,C. glabrata,321
Complex,C. glabrata,73
Complex,C. glabrata,343
Complex,C. glabrata,322
Complex,C. glabrata,308
Complex,C. glabrata,307
Complex,C. glabrata,73
Complex,C. glabrata,283
Complex,C. glabrata,320
Complex,C. glabrata,290
Complex,C. glabrata,341
Complex,C. glabrata,297
Complex,C. glabrata,338
Complex,C. glabrata,339
Complex,C. glabrata,341
Complex,C. glabrata,201
Complex,C. glabrata,303
Complex,C. glabrata,342
Complex,C. glabrata,70
Complex,C. glabrata,71
Complex,C. glabrata,71
Complex,C. glabrata,308
Complex,C. glabrata,271
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,313
Complex,C. glabrata,274
Complex,C. glabrata,271
Complex,C. glabrata,319
Complex,C. glabrata,328
Complex,C. glabrata,4
Complex,C. glabrata,310
Complex,C. glabrata,313
Complex,C. glabrata,263
Complex,C. glabrata,330
Complex,C. glabrata,311
Complex,C. glabrata,289
Complex,C. glabrata,260
Complex,C. glabrata,62
Complex,C. glabrata,276
Complex,C. glabrata,51
Complex,C. glabrata,61
Complex,C. glabrata,44
Complex,C. glabrata,71
Complex,C. glabrata,325
Complex,C. glabrata,288
Complex,C. glabrata,333
Complex,C. glabrata,342
Complex,C. glabrata,340
Complex,C. glabrata,312
Complex,C. glabrata,319
Complex,C. glabrata,335
Complex,C. glabrata,246
Complex,C. glabrata,4
Complex,C. glabrata,338
Complex,C. glabrata,317
Complex,C. glabrata,61
Complex,C. glabrata,335
Complex,C. glabrata,340
Complex,C. glabrata,325
Complex,C. glabrata,327
Complex,C. glabrata,306
Complex,C. glabrata,304
Complex,C. glabrata,343
Complex,C. glabrata,339
Complex,C. glabrata,278
Complex,C. glabrata,42
Complex,C. glabrata,324
Complex,C. glabrata,276
Complex,C. glabrata,330
Complex,C. glabrata,67
Complex,C. glabrata,307
Complex,C. glabrata,291
Complex,C. glabrata,306
Complex,C. glabrata,50
Complex,C. glabrata,70
Complex,C. glabrata,280
Complex,C. glabrata,338
Complex,C. glabrata,343
Complex,C. glabrata,335
Complex,C. glabrata,343
Complex,C. glabrata,338
Complex,C. glabrata,42
Complex,C. glabrata,326
Complex,C. glabrata,311
Complex,C. glabrata,282
Complex,C. glabrata,300
Complex,C. glabrata,285
Complex,C. glabrata,334
Complex,C. glabrata,71
Complex,C. glabrata,243
Complex,C. glabrata,339
Complex,C. glabrata,324
Complex,C. glabrata,325
Complex,C. glabrata,335
Complex,C. glabrata,71
Complex,C. glabrata,303
Complex,C. glabrata,286
Complex,C. glabrata,61
Complex,C. glabrata,306
Complex,C. glabrata,335
Complex,C. glabrata,343
Complex,C. glabrata,340
Complex,C. glabrata,93
Complex,C. glabrata,336
Complex,C. glabrata,336
Complex,C. glabrata,320
Complex,C. glabrata,44
Complex,C. glabrata,329
Complex,C. glabrata,305
Complex,C. glabrata,39
Complex,C. glabrata,328
Complex,C. glabrata,251
Complex,C. glabrata,341
Complex,C. glabrata,307
Complex,C. glabrata,343
Complex,C. glabrata,317
Complex,C. glabrata,319
Complex,C. glabrata,325
Complex,C. glabrata,141
Complex,C. glabrata,139
Complex,C. glabrata,261
Complex,C. glabrata,331
Complex,C. glabrata,212
Complex,C. glabrata,343
Complex,C. glabrata,300
Complex,C. glabrata,327
Complex,C. glabrata,66
Complex,C. glabrata,338
Complex,C. glabrata,337
Complex,C. glabrata,343
Complex,C. glabrata,311
Complex,C. glabrata,175
Complex,C. glabrata,240
Complex,C. glabrata,316
Complex,C. glabrata,73
Complex,C. glabrata,342
Complex,C. glabrata,311
Complex,C. glabrata,266
Complex,C. glabrata,264
Complex,C. glabrata,341
Complex,C. glabrata,341
Complex,C. glabrata,66
Complex,C. glabrata,73
Complex,C. glabrata,97
Complex,C. glabrata,331
Complex,C. glabrata,331
Complex,C. glabrata,279
Complex,C. glabrata,308
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,333
Complex,C. glabrata,342
Complex,C. glabrata,343
Complex,C. glabrata,269
Complex,C. glabrata,327
Complex,C. glabrata,322
Complex,C. glabrata,313
Complex,C. glabrata,313
Complex,C. glabrata,318
Complex,C. glabrata,311
Complex,C. glabrata,330
Complex,C. glabrata,65
Complex,C. glabrata,343
Complex,C. glabrata,298
Complex,C. glabrata,323
Complex,C. glabrata,45
Complex,C. glabrata,229
Complex,C. glabrata,113
Complex,C. glabrata,342
Complex,C. glabrata,343
Complex,C. glabrata,335
Complex,C. glabrata,312
Complex,C. glabrata,335
Complex,C. glabrata,317
Complex,C. glabrata,288
Complex,C. glabrata,285
Complex,C. glabrata,220
Complex,C. glabrata,326
Complex,C. glabrata,62
Complex,C. glabrata,319
Complex,C. glabrata,70
Complex,C. glabrata,70
Complex,C. glabrata,70
Complex,C. glabrata,316
Complex,C. glabrata,325
Complex,C. glabrata,305
Complex,C. glabrata,332
Complex,C. glabrata,59
Complex,C. glabrata,338
Complex,C. glabrata,57
Complex,C. glabrata,63
Complex,C. glabrata,54
Complex,C. glabrata,4
Complex,C. glabrata,249
Complex,C. glabrata,54
Complex,C. glabrata,329
Complex,C. glabrata,264
Complex,C. glabrata,336
Complex,C. glabrata,296
Complex,C. glabrata,320
Complex,C. glabrata,334
Complex,C. glabrata,341
Complex,C. glabrata,342
Complex,C. glabrata,342
Complex,C. glabrata,341
Complex,C. glabrata,343
Complex,C. glabrata,251
Complex,C. glabrata,30
Complex,C. glabrata,55
Complex,C. glabrata,294
Complex,C. glabrata,342
Complex,C. glabrata,305
Complex,C. glabrata,5
Complex,C. glabrata,327
Complex,C. glabrata,300
Complex,C. glabrata,341
Complex,C. glabrata,47
Complex,C. glabrata,2
Complex,C. glabrata,325
Complex,C. glabrata,261
Complex,C. glabrata,226
Complex,C. glabrata,339
Complex,C. glabrata,311
Complex,C. glabrata,328
Complex,C. glabrata,291
Complex,C. glabrata,342
Complex,C. glabrata,342
Complex,C. glabrata,288
Complex,C. glabrata,319
Complex,C. glabrata,333
Complex,C. glabrata,336
Complex,C. glabrata,332
Complex,C. glabrata,58
Complex,C. glabrata,54
Complex,C. glabrata,300
Complex,C. glabrata,324
Complex,C. glabrata,310
Complex,C. glabrata,343
Complex,C. glabrata,334
Complex,C. glabrata,323
Complex,C. glabrata,333
Complex,C. glabrata,334
Complex,C. glabrata,318
Complex,C. glabrata,341
Complex,C. glabrata,339
Complex,C. glabrata,295
Complex,C. glabrata,341
Complex,C. glabrata,64
Complex,C. glabrata,72
Complex,C. glabrata,61
Complex,C. glabrata,272
Complex,C. glabrata,61
Complex,C. glabrata,323
Complex,C. glabrata,65
Complex,C. glabrata,304
Complex,C. glabrata,305
Complex,C. glabrata,263
Complex,C. glabrata,311
Complex,C. glabrata,325
Complex,C. glabrata,63
Complex,C. glabrata,327
Complex,C. glabrata,107
Complex,C. glabrata,305
Complex,C. glabrata,4
Complex,C. glabrata,4
Complex,C. glabrata,4
Complex,C. glabrata,318
Complex,C. glabrata,342
Complex,C. glabrata,279
Complex,C. glabrata,307
Complex,C. glabrata,340
Complex,C. glabrata,343
Complex,C. glabrata,343
Complex,C. glabrata,16
Complex,C. glabrata,333
Complex,C. glabrata,4
Complex,C. glabrata,67
Complex,C. glabrata,326
Complex,C. glabrata,281
Complex,C. glabrata,94
Complex,C. glabrata,317
Complex,C. glabrata,318
Complex,C. glabrata,97
Complex,C. glabrata,66
Complex,C. glabrata,290
Complex,C. glabrata,61
Complex,C. glabrata,6
Complex,C. glabrata,321
Complex,C. glabrata,339
Complex,C. glabrata,337
Non-complex,C. glabrata,8
Non-complex,C. glabrata,279
Non-complex,C. glabrata,307
Non-complex,C. glabrata,342
Non-complex,C. glabrata,332
Non-complex,C. glabrata,343
Non-complex,C. glabrata,334
Non-complex,C. glabrata,56
Non-complex,C. glabrata,323
Non-complex,C. glabrata,337
Non-complex,C. glabrata,263
Non-complex,C. glabrata,332
Non-complex,C. glabrata,321
Non-complex,C. glabrata,321
Non-complex,C. glabrata,343
Non-complex,C. glabrata,53
Non-complex,C. glabrata,69
Non-complex,C. glabrata,8
Non-complex,C. glabrata,30
Non-complex,C. glabrata,55
Non-complex,C. glabrata,338
Non-complex,C. glabrata,320
Non-complex,C. glabrata,316
Non-complex,C. glabrata,298
Non-complex,C. glabrata,279
Non-complex,C. glabrata,330
Non-complex,C. glabrata,280
Non-complex,C. glabrata,337
Non-complex,C. glabrata,272
Non-complex,C. glabrata,316
Non-complex,C. glabrata,329
Non-complex,C. glabrata,327
Non-complex,C. glabrata,339
Non-complex,C. glabrata,277
Non-complex,C. glabrata,324
Non-complex,C. glabrata,341
Non-complex,C. glabrata,342
Non-complex,C. glabrata,311
Non-complex,C. glabrata,69
Non-complex,C. glabrata,341
Non-complex,C. glabrata,259
Non-complex,C. glabrata,4
Non-complex,C. glabrata,277
Non-complex,C. glabrata,302
Non-complex,C. glabrata,264
Non-complex,C. glabrata,321
Non-complex,C. glabrata,332
Non-complex,C. glabrata,125
Non-complex,C. glabrata,258
Non-complex,C. glabrata,56
Non-complex,C. glabrata,265
Non-complex,C. glabrata,342
Non-complex,C. glabrata,223
Non-complex,C. glabrata,307
Non-complex,C. glabrata,4
Non-complex,C. glabrata,328
Non-complex,C. glabrata,340
Non-complex,C. glabrata,264
Non-complex,C. glabrata,317
Non-complex,C. glabrata,339
Non-complex,C. glabrata,155
Non-complex,C. glabrata,343
Non-complex,C. glabrata,4
Non-complex,C. glabrata,299
Non-complex,C. glabrata,340
Non-complex,C. glabrata,71
Non-complex,C. glabrata,273
Non-complex,C. glabrata,330
Non-complex,C. glabrata,255
Non-complex,C. glabrata,64
Non-complex,C. glabrata,317
Non-complex,C. glabrata,305
Non-complex,C. glabrata,303
Non-complex,C. glabrata,307
Non-complex,C. glabrata,332
Non-complex,C. glabrata,331
Non-complex,C. glabrata,247
Non-complex,C. glabrata,305
Non-complex,C. glabrata,281
Non-complex,C. glabrata,329
Non-complex,C. glabrata,289
Non-complex,C. glabrata,291
Non-complex,C. glabrata,273
Non-complex,C. glabrata,264
Non-complex,C. glabrata,341
Non-complex,C. glabrata,264
Non-complex,C. glabrata,336
